Order Date,State,Region,Sub-Category,Product Name,Sales,Quantity,Profit
6/21/2017,Ohio,East,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,41.256,6,-34.38
5/8/2016,Ohio,East,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,1006.056,3,88.0299
5/8/2016,Ohio,East,Paper,Xerox 1898,10.688,2,3.7408
5/8/2016,Ohio,East,Paper,Xerox 222,10.368,2,3.6288
5/8/2016,Ohio,East,Storage,Hanging Personal Folder File,25.12,2,1.57
5/8/2016,Ohio,East,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,58.112,2,7.264
11/26/2014,Oregon,West,Paper,Xerox 2,15.552,3,5.4432
11/26/2014,Oregon,West,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,669.08,5,-167.27
11/26/2014,Oregon,West,Phones,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,438.336,4,-87.6672
5/26/2016,District of Columbia,East,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),19.44,3,9.3312
5/26/2016,District of Columbia,East,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,9.64,2,4.4344
5/26/2016,District of Columbia,East,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",12.7,2,5.842
5/26/2016,District of Columbia,East,Furnishings,9-3/4 Diameter Round Wall Clock,41.37,3,17.3754
11/29/2014,Illinois,Central,Fasteners,Staples,12.624,2,3.945
3/19/2015,Washington,West,Storage,Deluxe Rollaway Locking File with Drawer,1247.64,3,349.3392
3/19/2015,Washington,West,Copiers,Canon PC940 Copier,3149.93,7,1480.4671
3/19/2015,Washington,West,Paper,Multicolor Computer Printout Paper,209.7,2,100.656
11/1/2015,Pennsylvania,East,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,35.36,2,-3.094
11/1/2015,Pennsylvania,East,Fasteners,"Brites Rubber Bands, 1 1/2 oz. Box",3.168,2,-0.7128
9/26/2015,Pennsylvania,East,Binders,Catalog Binders with Expanding Posts,121.104,6,-100.92
9/26/2015,Pennsylvania,East,Phones,Grandstream GXP2100 Mainstream Business Phone,45.894,1,-9.1788
8/29/2014,California,West,Paper,Xerox 1940,109.92,2,53.8608
8/29/2014,California,West,Paper,Xerox 1986,13.36,2,6.4128
11/18/2017,Washington,West,Storage,Eldon Portable Mobile Manager,169.68,6,45.8136
11/18/2017,Washington,West,Accessories,Imationÿ16GB Mini TravelDrive USB 2.0ÿFlash Drive,132.52,4,54.3332
11/18/2017,Washington,West,Fasteners,Binder Clips by OIC,2.96,2,1.4208
11/18/2017,Washington,West,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",8.448,2,2.9568
11/18/2017,Washington,West,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,95.94,3,9.594
5/12/2014,Wisconsin,Central,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",34.79,7,10.7849
1/20/2017,California,West,Phones,RCA Visys Integrated PBX 8-Line Router,160.776,3,10.0485
10/30/2017,Washington,West,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",88.752,3,27.735
10/30/2017,Washington,West,Binders,Cardinal Slant-D Ring Binders,13.904,2,5.214
4/30/2017,Pennsylvania,East,Phones,Polycom SoundPoint IP 450 VoIP phone,677.58,5,-158.102
4/30/2017,Pennsylvania,East,Binders,GBC VeloBind Cover Sets,13.896,3,-9.264
11/24/2016,Texas,Central,Storage,Sterilite Officeware Hinged File Box,41.92,5,3.668
11/24/2016,Texas,Central,Accessories,Logitech G19 Programmable Gaming Keyboard,297.576,3,-7.4394
11/24/2016,Texas,Central,Fasteners,Colored Push Pins,4.344,3,0.8688
11/24/2016,Texas,Central,Accessories,Logitech G105 Gaming Keyboard,94.992,2,-2.3748
11/24/2016,Texas,Central,Paper,Xerox 1925,74.352,3,23.235
11/24/2016,Texas,Central,Art,"Dixon My First Ticonderoga Pencil, #2",14.04,3,1.5795
1/10/2015,New York,East,Tables,Bush Advantage Collection Racetrack Conference Table,1018.104,4,-373.3048
10/19/2017,Texas,Central,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,16.68,3,5.2125
3/22/2016,Nevada,West,Accessories,Logitech ClearChat Comfort/USB Headset H390,58.58,2,19.3314
7/3/2017,Texas,Central,Phones,netTALK DUO VoIP Telephone Service,167.968,4,62.988
12/11/2015,Virginia,South,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",196.62,2,96.3438
9/17/2015,Texas,Central,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,21.936,2,-10.4196
9/17/2015,Texas,Central,Binders,GBC Imprintable Covers,6.588,3,-10.2114
5/18/2016,California,West,Storage,Home/Office Personal File Carts,104.28,3,26.07
5/18/2016,California,West,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),17.94,3,8.7906
9/7/2014,Pennsylvania,East,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",64.784,1,-14.5764
9/7/2014,Pennsylvania,East,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,32.382,3,4.3176
9/7/2014,Pennsylvania,East,Furnishings,DAX Natural Wood-Tone Poster Frame,42.368,2,8.4736
9/7/2014,Pennsylvania,East,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,399.54,4,-559.356
9/29/2016,California,West,Paper,Xerox 1887,18.97,1,9.1056
11/7/2016,California,West,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",14.82,3,6.2244
4/24/2017,Pennsylvania,East,Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",99.28,2,12.41
4/24/2017,Pennsylvania,East,Binders,Avery Reinforcements for Hole-Punch Pages,1.188,2,-0.99
4/24/2017,Pennsylvania,East,Binders,GBC ProClick Spines for 32-Hole Punch,7.518,2,-5.7638
12/10/2017,Pennsylvania,East,Paper,Xerox 210,10.368,2,3.6288
12/10/2017,Pennsylvania,East,Furnishings,Electrix Halogen Magnifier Lamp,310.88,2,23.316
8/16/2014,Pennsylvania,East,Tables,Chromcraft Rectangular Conference Tables,853.092,6,-227.4912
12/9/2017,Indiana,Central,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",33.45,5,15.387
12/9/2017,Indiana,Central,Binders,Economy Binders,10.4,5,5.096
3/14/2016,Ohio,East,Furnishings,Advantus Panel Wall Acrylic Frame,21.88,5,6.2905
6/26/2016,Texas,Central,Accessories,Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive,13.616,2,3.5742
9/25/2015,New Jersey,East,Accessories,Memorex Micro Travel Drive 16 GB,63.96,4,19.8276
9/25/2015,New Jersey,East,Binders,Tuff Stuff Recycled Round Ring Binders,14.46,3,7.0854
9/25/2015,New Jersey,East,Phones,netTALK DUO VoIP Telephone Service,104.98,2,52.49
12/27/2015,California,West,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,106.96,2,31.0184
12/27/2015,California,West,Labels,Avery 497,21.56,7,10.3488
6/3/2014,Washington,West,Tables,KI Adjustable-Height Table,515.88,6,113.4936
7/13/2015,New York,East,Binders,GBC Plastic Binding Combs,11.808,2,4.2804
7/13/2015,New York,East,Chairs,Safco Contoured Stacking Chairs,1931.04,9,321.84
7/13/2015,New York,East,Paper,Easy-staple paper,9.96,2,4.6812
2/2/2014,California,West,Fasteners,Staples,12.35,5,5.8045
3/8/2016,Arizona,West,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",9.702,3,-7.1148
11/22/2015,Pennsylvania,East,Binders,GBC Durable Plastic Covers,11.61,2,-9.288
10/30/2017,California,West,Labels,Avery 500,43.86,6,20.6142
10/30/2017,California,West,Phones,Geemarc AmpliPOWER60,148.48,2,16.704
10/30/2017,California,West,Paper,"""While you Were Out"" Message Book, One Form per Page",7.42,2,3.71
10/30/2017,California,West,Chairs,"Global Leather Task Chair, Black",71.992,1,-0.8999
10/30/2017,California,West,Art,4009 Highlighters by Sanford,19.9,5,6.567
10/30/2017,California,West,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",1702.12,14,510.636
1/30/2015,Texas,Central,Paper,Rediform Voice Mail Log Books,14.304,6,5.0064
9/8/2017,Illinois,Central,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,765.625,7,-566.5625
10/7/2017,California,West,Bookcases,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,307.666,2,-14.4784
4/30/2016,New York,East,Binders,Tuff Stuff Recycled Round Ring Binders,7.712,2,2.7956
5/19/2016,New York,East,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,242.9,5,70.441
5/19/2016,New York,East,Storage,Safco Industrial Wire Shelving System,454.9,5,0
5/19/2016,New York,East,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,35.92,4,15.0864
5/19/2016,New York,East,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",39.76,8,12.3256
5/19/2016,New York,East,Binders,Recycled Easel Ring Binders,47.744,4,14.92
12/20/2015,Illinois,Central,Phones,Apple iPhone 5C,159.984,2,11.9988
12/20/2015,Illinois,Central,Accessories,Logitech G600 MMO Gaming Mouse,255.968,4,51.1936
12/20/2015,Illinois,Central,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",359.058,3,-71.8116
12/19/2015,Pennsylvania,East,Appliances,Avanti 4.4 Cu. Ft. Refrigerator,434.352,3,43.4352
12/19/2015,Pennsylvania,East,Appliances,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,3.552,2,0.444
12/19/2015,Pennsylvania,East,Appliances,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,88.832,4,7.7728
4/29/2017,Ohio,East,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",1048.35,5,-69.89
2/7/2016,Virginia,South,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,100,4,21
2/7/2016,Virginia,South,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,7.83,3,3.6018
9/28/2014,North Carolina,South,Paper,White GlueTop Scratch Pads,96.256,8,31.2832
9/28/2014,North Carolina,South,Paper,Xerox 195,10.688,2,3.7408
7/10/2016,Texas,Central,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",338.04,3,-33.804
7/10/2016,Texas,Central,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,154.24,4,17.352
7/29/2017,North Carolina,South,Appliances,Holmes HEPA Air Purifier,34.848,2,6.534
7/29/2017,North Carolina,South,Phones,Samsung Replacement EH64AVFWE Premium Headset,22,5,1.375
7/29/2017,North Carolina,South,Art,Newell 322,4.368,3,0.3822
9/3/2015,California,West,Storage,Sterilite Officeware Hinged File Box,31.44,3,8.4888
9/3/2015,California,West,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,17.9,2,3.401
9/3/2015,California,West,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",129.45,5,46.602
8/9/2014,California,West,Labels,Avery 494,20.88,8,9.6048
10/30/2017,Pennsylvania,East,Paper,Xerox 231,20.736,4,7.2576
10/30/2017,Pennsylvania,East,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",7.168,2,0.9856
10/30/2017,Pennsylvania,East,Storage,Eldon Shelf Savers Cubes and Bins,11.168,2,-2.5128
10/30/2017,Pennsylvania,East,Accessories,First Data FD10 PIN Pad,442.4,7,-55.3
6/6/2014,New York,East,Art,Sanford Liquid Accent Highlighters,13.36,2,4.9432
8/13/2016,North Carolina,South,Binders,Acco Translucent Poly Ring Binders,11.232,8,-8.2368
8/13/2016,North Carolina,South,Paper,Easy-staple paper,10.272,3,3.21
4/25/2014,Texas,Central,Paper,Xerox 1985,10.368,2,3.6288
4/25/2014,Texas,Central,Art,12 Colored Short Pencils,6.24,3,0.546
11/22/2015,Texas,Central,Tables,Hon 2111 Invitation Series Straight Table,206.962,2,-32.5226
10/14/2017,California,West,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,9.46,2,3.6894
12/2/2017,California,West,Storage,"Fellowes Mobile File Cart, Black",559.62,9,151.0974
12/2/2017,California,West,Paper,Xerox 1940,109.92,2,53.8608
12/2/2017,California,West,Paper,Xerox 1962,8.56,2,3.852
12/8/2015,Texas,Central,Paper,Xerox 1945,360.712,11,130.7581
12/8/2015,Texas,Central,Phones,Wilson Electronics DB Pro Signal Booster,1718.4,6,150.36
7/13/2015,Texas,Central,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,41.568,6,-66.5088
5/11/2014,Texas,Central,Accessories,Logitech ClearChat Comfort/USB Headset H390,46.864,2,7.6154
1/5/2014,Pennsylvania,East,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",19.536,3,4.884
9/5/2015,California,West,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",411.332,4,-4.8392
9/5/2015,California,West,Binders,"DXL Angle-View Binders with Locking Rings, Black",28.752,6,9.7038
9/5/2015,California,West,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",293.199,3,-20.6964
8/4/2016,Virginia,South,Supplies,"Acme 10"" Easy Grip Assistive Scissors",35.06,2,10.518
8/4/2016,Virginia,South,Labels,Avery 476,4.13,1,1.8998
8/4/2016,Virginia,South,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,109.8,9,46.116
8/4/2016,Virginia,South,Labels,Avery 478,9.82,2,4.8118
3/22/2014,North Carolina,South,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",7.644,4,-5.8604
3/22/2014,North Carolina,South,Binders,GBC Prestige Therm-A-Bind Covers,51.465,5,-39.4565
3/2/2017,Texas,Central,Supplies,Staple remover,6.976,4,-1.3952
3/2/2017,Texas,Central,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,12.222,7,-20.1663
11/27/2016,Illinois,Central,Storage,"SAFCO Commercial Wire Shelving, 72h",97.984,2,-24.496
11/27/2016,Illinois,Central,Accessories,Memorex Micro Travel Drive 8 GB,62.4,6,19.5
4/28/2014,Maryland,East,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",20.86,2,9.387
4/28/2014,Maryland,East,Storage,Recycled Steel Personal File for Standard File Folders,497.61,9,129.3786
4/28/2014,Maryland,East,Art,Blackstonian Pencils,5.34,2,1.4952
4/28/2014,Maryland,East,Labels,Avery 488,3.15,1,1.512
11/24/2015,California,West,Paper,Xerox 1919,368.91,9,180.7659
11/24/2015,California,West,Art,Prang Colored Pencils,14.7,5,6.615
11/11/2016,New York,East,Accessories,Micropad Numeric Keypads,59.97,3,14.9925
11/11/2016,New York,East,Storage,Safco Steel Mobile File Cart,83.36,1,20.84
7/9/2015,Massachusetts,East,Paper,Tops Wirebound Message Log Books,6.58,2,3.0268
7/9/2015,Massachusetts,East,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",122.94,3,59.0112
9/22/2017,Wisconsin,Central,Paper,Xerox 1940,219.84,4,107.7216
9/22/2017,Wisconsin,Central,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,98.16,6,9.816
9/22/2017,Wisconsin,Central,Binders,ACCOHIDE Binder by Acco,33.04,8,15.5288
9/22/2017,Wisconsin,Central,Phones,AT&T CL82213,86.97,3,25.2213
2/15/2015,Wisconsin,Central,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,134.97,3,64.7856
2/15/2015,Wisconsin,Central,Phones,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),699.98,2,195.9944
2/15/2015,Wisconsin,Central,Accessories,MaxellÿLTO Ultrium - 800 GB,139.95,5,26.5905
9/30/2014,New York,East,Paper,Tops Green Bar Computer Printout Paper,48.94,1,24.47
12/1/2014,Wisconsin,Central,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,2807.84,8,673.8816
12/1/2014,Wisconsin,Central,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",46.64,4,12.5928
12/8/2014,Texas,Central,Storage,"Companion Letter/Legal File, Black",60.416,2,6.0416
9/5/2016,Kansas,Central,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,107.94,3,26.985
8/27/2017,New York,East,Storage,Iris Project Case,63.84,8,16.5984
8/27/2017,New York,East,Phones,GE 30522EE2,347.97,3,100.9113
8/27/2017,New York,East,Binders,DXL Angle-View Binders with Locking Rings by Samsill,37.008,6,11.565
7/7/2016,California,West,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",215.65,5,73.321
8/8/2016,Texas,Central,Fasteners,OIC Bulk Pack Metal Binder Clips,11.168,4,3.6296
8/8/2016,Texas,Central,Paper,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",53.952,3,17.5344
11/13/2016,Washington,West,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",4.18,1,1.5048
9/22/2017,Pennsylvania,East,Binders,Clear Mylar Reinforcing Strips,5.607,1,-4.2987
9/22/2017,Pennsylvania,East,Supplies,Martin Yale Chadless Opener Electric Letter Opener,4663.736,7,-1049.3406
9/22/2017,Pennsylvania,East,Accessories,Logitech Wireless Marathon Mouse M705,79.984,2,22.9954
12/25/2016,California,West,Phones,Samsung Galaxy Note 2,2575.944,7,257.5944
12/25/2016,California,West,Paper,Xerox 225,45.36,7,21.7728
12/25/2016,California,West,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,254.24,7,76.272
2/11/2016,Oklahoma,Central,Phones,Mediabridge Sport Armband iPhone 5s,69.93,7,0.6993
10/23/2016,Illinois,Central,Furnishings,DAX Cubicle Frames - 8x10,16.156,7,-12.117
10/23/2016,Illinois,Central,Paper,Xerox 1929,54.816,3,17.8152
6/9/2014,Virginia,South,Tables,Bevis 44 x 96 Conference Tables,1441.3,7,245.021
11/20/2017,Ohio,East,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",77.6,5,28.13
11/20/2017,Ohio,East,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",4.656,2,1.5714
9/14/2015,California,West,Tables,KI Conference Tables,170.136,3,-8.5068
6/4/2015,Washington,West,Labels,Avery 501,7.38,2,3.4686
6/4/2015,Washington,West,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",9.26,2,3.0558
12/13/2015,California,West,Labels,Avery 513,9.96,2,4.5816
5/25/2014,Illinois,Central,Appliances,Harmony Air Purifier,75.6,2,-166.32
5/25/2014,Illinois,Central,Furnishings,"Electrix Incandescent Magnifying Lamp, Black",29.32,2,-24.189
2/16/2016,Illinois,Central,Appliances,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,92.064,6,-225.5568
2/16/2016,Illinois,Central,Fasteners,Advantus Push Pins,6.976,4,1.8312
2/16/2016,Illinois,Central,Chairs,"Global Stack Chair with Arms, Black",62.958,3,-2.6982
2/16/2016,Illinois,Central,Paper,Xerox 206,5.184,1,1.8144
12/22/2016,Oregon,West,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",31.32,10,-25.056
12/22/2016,Oregon,West,Furnishings,3M Hangers With Command Adhesive,11.84,4,3.108
12/22/2016,Oregon,West,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",22.784,1,4.8416
2/8/2016,North Carolina,South,Phones,Samsung Galaxy S4 Mini,1127.976,3,126.8973
7/13/2015,Georgia,South,Paper,Xerox 1931,38.88,6,18.6624
5/18/2014,Ohio,East,Phones,Apple iPhone 5,779.796,2,-168.9558
10/21/2017,Oklahoma,Central,Phones,Polycom VVX 310 VoIP phone,1439.92,8,374.3792
10/21/2017,Oklahoma,Central,Tables,Bevis Boat-Shaped Conference Table,262.11,1,62.9064
11/5/2015,North Carolina,South,Chairs,Harbour Creations Steel Folding Chair,207,3,25.875
8/1/2017,Texas,Central,Machines,Bady BDG101FRU Card Printer,1439.982,3,-263.9967
8/1/2017,Texas,Central,Paper,Xerox 1998,36.288,7,12.7008
6/21/2014,Connecticut,East,Art,Newell 341,21.4,5,6.206
2/19/2017,Georgia,South,Appliances,Kensington 7 Outlet MasterPiece Power Center,1245.86,7,361.2994
8/1/2014,North Carolina,South,Labels,Self-Adhesive Address Labels for Typewriters by Universal,17.544,3,5.9211
8/1/2014,North Carolina,South,Furnishings,9-3/4 Diameter Round Wall Clock,44.128,4,12.1352
8/1/2014,North Carolina,South,Appliances,Honeywell Quietcare HEPA Air Cleaner,62.92,1,10.2245
8/1/2014,North Carolina,South,Paper,Xerox 1916,78.304,2,29.364
7/18/2016,Kentucky,South,Chairs,Hon Olson Stacker Stools,140.81,1,39.4268
2/9/2015,Texas,Central,Labels,Round Specialty Laser Printer Labels,40.096,4,13.5324
2/9/2015,Texas,Central,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",40.784,2,-30.588
7/29/2017,Washington,West,Accessories,Imationÿ8GB Mini TravelDrive USB 2.0ÿFlash Drive,90.57,3,11.7741
1/12/2017,District of Columbia,East,Paper,Xerox 195,40.08,6,19.2384
1/12/2017,District of Columbia,East,Furnishings,Flat Face Poster Frame,37.68,2,15.8256
9/10/2017,California,West,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,362.352,3,27.1764
9/10/2017,California,West,Binders,Avery Non-Stick Binders,7.184,2,2.245
7/20/2015,Indiana,Central,Storage,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",34.76,1,9.7328
7/20/2015,Indiana,Central,Accessories,Imation Bio 8GB USBÿFlash Drive ImationÿCorp,831.2,5,124.68
7/20/2015,Indiana,Central,Paper,Xerox 1981,26.4,5,11.88
7/20/2015,Indiana,Central,Envelopes,"White Envelopes, White Envelopes with Clear Poly Window",106.75,7,49.105
7/20/2015,Indiana,Central,Paper,Tops White Computer Printout Paper,97.82,2,45.9754
7/20/2015,Indiana,Central,Storage,Eldon Portable Mobile Manager,141.4,5,38.178
6/13/2014,California,West,Art,Staples in misc. colors,14.52,3,4.7916
5/12/2017,Texas,Central,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,127.92,5,-15.99
5/12/2017,Texas,Central,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",34.24,4,-53.072
9/3/2015,Connecticut,East,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",137.62,2,60.5528
9/3/2015,Connecticut,East,Phones,Classic Ivory AntiqueÿTelephoneÿZL1810,100.49,1,25.1225
3/26/2017,New York,East,Bookcases,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",257.568,2,-28.9764
3/26/2017,New York,East,Phones,Nokia Lumia 521 (T-Mobile),119.96,4,33.5888
11/12/2014,Texas,Central,Storage,"Personal Filing Tote with Lid, Black/Gray",49.632,4,4.9632
10/13/2016,Colorado,West,Tables,Hon 5100 Series Wood Tables,727.45,5,-465.568
10/13/2016,Colorado,West,Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",24.96,3,4.368
11/12/2017,Ohio,East,Phones,Jabra SPEAK 410 Multidevice Speakerphone,370.782,3,-92.6955
4/15/2017,Nevada,West,Furnishings,"Howard Miller 12"" Round Wall Clock",196.45,5,70.722
6/25/2015,Pennsylvania,East,Paper,Xerox 211,31.104,6,10.8864
6/25/2015,Pennsylvania,East,Storage,Tennsco Industrial Shelving,78.256,2,-17.6076
8/26/2016,Washington,West,Paper,Xerox 1931,6.48,1,3.1104
7/21/2014,California,West,Art,Newell 334,99.2,5,25.792
7/21/2014,California,West,Chairs,Global Troy Executive Leather Low-Back Tilter,801.568,2,50.098
7/21/2014,California,West,Tables,"Hon 30"" x 60"" Table with Locking Drawer",272.848,1,27.2848
11/21/2017,Washington,West,Tables,Safco Drafting Table,70.98,1,20.5842
6/4/2014,Ohio,East,Paper,Easy-staple paper,16.224,2,5.8812
3/10/2016,New York,East,Bookcases,O'Sullivan Living Dimensions 5-Shelf Bookcases,176.784,1,-22.098
3/25/2017,Texas,Central,Phones,Panasonic KX-TG9471B,470.376,3,47.0376
12/29/2017,California,West,Chairs,"Global High-Back Leather Tilter, Burgundy",393.568,4,-44.2764
12/29/2017,California,West,Phones,Adtran 1202752G1,302.376,3,22.6782
3/28/2017,Florida,South,Binders,Canvas Sectional Post Binders,68.742,9,-48.1194
3/5/2015,New York,East,Envelopes,Staple envelope,29.34,3,14.67
3/5/2015,New York,East,Chairs,"Global Value Mid-Back Manager's Chair, Gray",383.607,7,63.9345
3/5/2015,New York,East,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",563.4,4,67.608
11/13/2016,Pennsylvania,East,Paper,White Computer Printout Paper by Universal,217.056,7,78.6828
1/19/2017,Texas,Central,Labels,Avery 510,6,2,2.1
4/22/2016,California,West,Furnishings,Ultra Door Pull Handle,31.56,3,10.4148
5/13/2014,Florida,South,Fasteners,Staples,7.104,2,2.3976
5/13/2014,Florida,South,Binders,GBC DocuBind P100 Manual Binding Machine,398.352,8,-331.96
10/21/2014,Ohio,East,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,121.792,4,13.7016
10/21/2014,Ohio,East,Tables,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",409.59,3,-122.877
3/14/2014,California,West,Paper,Xerox 1972,10.56,2,4.752
3/14/2014,California,West,Art,Avery Hi-Liter Fluorescent Desk Style Markers,3.38,1,1.2506
12/22/2017,Florida,South,Envelopes,Staple envelope,7.824,1,2.934
11/24/2016,Oregon,West,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",24.784,1,7.745
12/2/2017,Virginia,South,Art,Newell 309,34.65,3,10.395
12/31/2015,Montana,West,Binders,Ibico Hi-Tech Manual Binding System,487.984,2,152.495
10/3/2017,Minnesota,Central,Binders,GBC DocuBind TL300 Electric Binding System,1793.98,2,843.1706
8/29/2014,Florida,South,Envelopes,Jiffy Padded Mailers with Self-Seal Closure,29.808,2,10.8054
8/29/2014,Florida,South,Binders,GBC DocuBind 200 Manual Binding Machine,505.176,4,-336.784
8/29/2014,Florida,South,Tables,Balt Solid Wood Rectangular Table,174.0585,3,-110.7645
6/29/2016,South Carolina,South,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,191.88,6,19.188
8/20/2016,Michigan,Central,Phones,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",14.78,2,3.9906
10/21/2017,Oregon,West,Paper,Xerox 218,5.184,1,1.8144
10/21/2017,Oregon,West,Chairs,Global Comet Stacking Armless Chair,478.48,2,47.848
10/21/2017,Oregon,West,Accessories,Memorex Froggy Flash Drive 8 GB,28.4,2,6.745
10/21/2017,Indiana,Central,Storage,SAFCO Boltless Steel Shelving,909.12,8,9.0912
5/17/2016,Florida,South,Binders,Pressboard Hanging Data Binders for Unburst Sheets,2.952,2,-2.1648
5/17/2016,Florida,South,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",27.018,6,-21.6144
2/3/2015,California,West,Furnishings,Hand-Finished Solid Wood Document Frame,136.92,4,41.076
12/18/2017,New York,East,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",18.96,2,8.532
11/15/2016,California,West,Accessories,Imationÿ16GB Mini TravelDrive USB 2.0ÿFlash Drive,99.39,3,40.7499
7/3/2017,Texas,Central,Paper,Xerox 1891,273.896,7,92.4399
7/3/2017,Texas,Central,Machines,Hewlett-Packard Deskjet 5550 Printer,597.132,3,49.761
